UID,Discipline,Title,Keywords,Language,RVK,Length_RVK
95501,Logistik,"Empfehlungen zur Verbesserung der Bescchaffungslogistik anhand einer Schwachstellenanalyse bei der SOLON SE, einem Unternehmen der Solarindustrie",Hochschulschrift,de,QP 500,3
147141,Maschinenbau,Automatisierung einer Anlage zur Entfeuchtung von motorstämmigen Abgasen mittels Zeolithen,Entfeuchten|Automatisierungstechnik|Hochschulschrift|Entfeuchten|Automatisierungstechnik,de,ZL 3000,4
18846,Physikalische Technik,Herstellung und Diagnostik von kristalinem Silicium auf Glas,Silicium|Herstellung|Diagnostik|Hochschulschrift|Silicium|Herstellung|Diagnostik,de,ZL 3000,4
147142,Logistik,Konzeptionierung eines Kennzahlensystems für die zentrale Materialwirtschaft eines kommunalen Krankenhausunternehmens am Beispiel von Vivantes,Kennzahlensystem|Balanced Scorecard|Kennzahl|Hochschulschrift|Kennzahlensystem|Balanced Scorecard|Kennzahl,de,QP 500,3
193461,Wirtschaftsingenieurwesen,Generative Fertigungsverfahren zur Herstellung eines Mock-ups einer Manipulationseinheit eines Herzkatheters,Herzkatheter|Hochschulschrift|Herzkatheter,de,QP 500,3
59343,Betriebswirtschaft,Wachstumsmarkt Generation 50plus als neues Marktsegment des Einzelhandels,Bevölkerungsentwicklung|Marktsegmentierung|Hochschulschrift|Bevölkerungsentwicklung|Marktsegmentierung,de,QP 120,3
193464,Maschinenbau,Auslegung einer kanülierten Schraube für die Behandlung von Kleinstfragmenten in der Osteosysnthese,Implantat|Hochschulschrift|Implantat,de,ZL 3000,4
193465,Technisches Management / Logistik,Entwicklung einer konzeptionellen Basis für einen SAP basierten Reklamationsprozess zur Abwicklung von Gewährleistungsansprüchen von Schienenfahrzeugen und Schienenfahrzeugersatzteilen in den Geschäftsfeldern der Deutschen Bahn AG,SAP R 3|Mängelhaftung|Kundenverwaltung|Hochschulschrift|SAP R/3|Mängelhaftung|Kundenverwaltung,de,QP 500,3
54505,Betriebswirtschaft,Entwicklung einer Werbekonzeption für ein ausgewähltes Onlineportal am Beispiel der Optimierung einer Ebay-Webapplikation,eBay Inc.|Werbekonzeption|Hochschulschrift|Werbekonzeption|eBay Inc. XX.09.1995-,de,QP 120,3
128931,Wirtschaftsinformatik,Entwicklung des Plagiatdetektors für Programmcodes,Programmierung|Softwarearchitektur|Hochschulschrift|Programmierung|Softwarearchitektur,de,QH 500,3
52188,Betriebswirtschaft,Controlling im Krankenhaus,Controlling|Gesundheitswesen|Hochschulschrift|Controlling|Gesundheitswesen,de,QP 120,3
193469,Wirtschaftsingenieurwesen,Logistikorientierte und qualitätsgerechte Optimierung der Verwaltung des Sperrlagerortes (virtuelles Lager 530) in der Sachsenmilch Leppersdorf GmbH,Milchwirtschaft|Lagerung|Hochschulschrift|Milchwirtschaft|Lagerung,de,QP 500,3
128932,Wirtschaftsinformatik,Entwicklung von Interfaces für die Gewinnung und Bearbeitung von Daten der Kommunalwirtschaft,Datenübertragung|Programmierung|Hochschulschrift|Datenübertragung|Programmierung,de,QH 500,3
24386,Wirtschaftsingenieurwesen,Sekundärdekoration von Tuben und Faltschachteln,Dekoration|Investition|Hochschulschrift|Dekoration|Investition,de,QP 500,3
64287,Maschinenbau,Erarbeitung von Grundlagen einschließlich der Datenstrukturen und Artikelnummern zur Einführung eines PPS-Systems bei einem Einzelfertiger,Klein- und Mittelbetrieb|PPS|Systemintegration|Implementation|Hochschulschrift|Klein- und Mittelbetrieb|PPS|Systemintegration|Implementation,de,ZL 3000,4
50357,Wirtschaft / Recht,Service Level Agreements : Anwendung in der Informations- und Kommunikationstechnologie und Übertragungsmöglichkeiten auf andere Dienstleistungsbereiche,Dienstleistungssektor|Kundenorientierung|Servicegrad|Vertrag|Informationstechnik|Hochschulschrift|Dienstleistungssektor|Kundenorientierung|Servicegrad|Vertrag|Informationstechnik,de,PN 216,3
64288,Photonik,Ermittlung der Formabweichung von zylindrischen Fizeau-Oberflächen,Hochschulschrift,de,ZN 6280,4
43854,Wirtschaftsingenieurwesen,Maßnahmen zu einer effektiveren Reorganisation von Beschaffungsabläufen Untersuchung und Analyse von Kernprozessen innerhalb der Beschaffung der Volkswagen AG,Hochschulschrift,de,QP 500,3
52250,Biosystemtechnik / Bioinformatik,In vitro Kulturoptimierung von Mykorrhizapilzen,Mykorrhizapilze|Pilzkultur|Wachstumsfaktor|Hochschulschrift|Mykorrhizapilze|Pilzkultur|Wachstumsfaktor,de,WF 9720,4
133781,Logistik,Entwicklung von Restrukturierungsmaßnahmen und Prozessoptimierung in der Materialversorgung am Beispiel der Instandhaltung des Werkes Schöneweide,Schwachstellenanalyse|Lösung (Chemie)|Hochschulschrift|Schwachstellenanalyse|Lösung (Chemie),de,QP 500,3
101333,Wirtschaftsingenieurwesen,Planung und praktische Umsetzung eines Pro-zesses zur Änderung der Personalstruktur,Hochschulschrift,de,QP 500,3
39545,Telematik,Aufzeigen der Potenziale auditiver und haptischer Interaktionen bei elektronischen Konfigurationsprozessen von PKW durch Entwicklung eines Labordemonstratots zu ausgewählten Prozessschritten,Hochschulschrift,de,ST 230,3
147148,Wirtschaftsingenieurwesen,Analyse und Optimierung des Prozesses der Verkaufsbereitstellung von Gebrauchtfahrzeugen am Beispiel der Firma Dürkop GmbH,"Hartrampf, Dieter|Prozessanalyse|Schwachstellenanalyse|Prozessmanagement|Hochschulschrift|Hartrampf, Dieter|Prozessanalyse|Schwachstellenanalyse|Prozessmanagement",de,QP 500,3
128934,Business Management,Unternehmerische Nachhaltigkeitskommunikation : Theoretische Aspekte und empirische Ergebnisse zum Nachhaltigkeitsleitbild an Fallbeispielen,Stakeholder|Nachhaltigkeitsbericht|Hochschulschrift|Stakeholder|Nachhaltigkeitsbericht,de,QP 120,3
39130,Betriebswirtschaft,Outsourcing im IT-Bereich,Informationstechnik|Outsourcing|Hochschulschrift|Informationstechnik|Outsourcing,de,QP 120,3
62222,Betriebswirtschaft,Mitarbeitermotivation im öffentlichen Dienst : Möglichkeiten für Führungskräfte in einem Betragsdezernat der Minijob-Zentrale,Arbeitsmotivation|Öffentlicher Dienst|Hochschulschrift|Arbeitsmotivation|Öffentlicher Dienst,de,QP 120,3
128935,Business Management,Analyse der Auswirkungen der dualen Krankenhausfinanzierung auf die Investitionstätigkeit deutscher Krankenhäuser anhand von Jahresabschlussdaten,Finanzierungsstruktur|Kapitalstruktur|Hochschulschrift|Finanzierungsstruktur|Kapitalstruktur,de,QP 120,3
263880,Öffentliche Verwaltung Brandenburg,Förderung von erneuerbaren Antriebstechniken,Förderung|Erneuerbare Energien|Antrieb (Technik)|Hochschulschrift|Förderung|Erneuerbare Energien|Antrieb 〈Technik〉,de,PN 216,3
263883,Europäisches Management,Datenverwaltung: Vergleich KMU und Großunternehmen,Datenverwaltung|Vergleich|Hochschulschrift|Datenverwaltung|Vergleich,de,QP 120,3
51224,Betriebswirtschaft,Prozesskostenrechnung : ein modernes Kostenrechnungssystem,Kostenrechnungssystem|Prozesskostenrechnung|Hochschulschrift|Kostenrechnungssystem|Prozesskostenrechnung,de,QP 120,3
193479,Wirtschaftsingenieurwesen,Aufbau und wirtschaftliche Betrachtung eines modularen Aktuators,Aktor|Kostenrechnung|Wirtschaftlichkeitsrechnung|Hochschulschrift|Aktor|Kostenrechnung|Wirtschaftlichkeitsrechnung,de,QP 500,3
263886,Öffentliche Verwaltung Brandenburg,Frauen in die Kommunalpolitik,Frau|Kommunalpolitik|Hochschulschrift|Frau|Kommunalpolitik,de,PN 216,3
263887,Öffentliche Verwaltung Brandenburg,Regionalplanung im Landkreis Spree-Neiße - Das Regionalentwicklungskonzept Cottbus/Chóśebuz – Guben - Forst (Lausitz)/Baršć (Łužyca),Regionalplanung|Entwicklung|Hochschulschrift|Regionalplanung|Entwicklung,de,PN 216,3
50301,Wirtschaft / Recht,"Kompetenzmanagement - Rahmenbedingungen des Betriebsverfassungsrechts, des Datenschutzrechts und der Tarifpolitik am Beispiel der Audi AG",Kraftfahrzeugindustrie|Wissensmanagement|Datenschutz|Betriebsrat|Tarifvertrag|Hochschulschrift|Kraftfahrzeugindustrie|Wissensmanagement|Datenschutz|Betriebsrat|Tarifvertrag,de,PN 216,3
52603,Verwaltung / Recht,Entwurf einer Schulentwicklungsplanung für den Landkreis Dahme-Spreewald : Planungszeitraum 2007-2012,Bevölkerungsentwicklung|Schulentwicklungsplanung|Schulpolitik|Landkreis Dahme-Spreewald|Hochschulschrift|Bevölkerungsentwicklung|Schulentwicklungsplanung|Landkreis Dahme-Spreewald|Schulpolitik,de,PN 216,3
193480,Wirtschaftsingenieurwesen,Analyse von Weichenheizungssystemen unter automatisierten Bedingungen des Eisenbahnbetriebsdienstes (Elektronische Stellwerke) mit dem Ziel der Erhöhung der Energieeffizienz,Weiche (Eisenbahn)|Heizung|Elektronisches Stellwerk|Energieeffizienz|Hochschulschrift|Weiche (Eisenbahn)|Heizung|Elektronisches Stellwerk|Energieeffizienz,de,QP 500,3
91387,Betriebswirtschaft,Chancen und Risiken von Outsourcing am Beispiel eines Kauflandmarktes,Einstellung (Arbeitsrecht)|Personalfreisetzung|Gewinnplanung|Hochschulschrift|Einstellung 〈Arbeitsrecht〉|Personalfreisetzung|Gewinnplanung,de,QP 120,3
41588,Wirtschaftsingenieurwesen,Motivation : Möglichkeiten und Grenzen,Hochschulschrift,de,QP 500,3
263891,Europäisches Management,Die Auswirkungen auf den Umsatz eines Unternehmens durch die Einführung eines Umweltbewusstseins im Produktmarketing und in der Abfallproduktion.,Umsatz|Unternehmen|Umweltbewusstsein|Abfall|Hochschulschrift|Umsatz|Unternehmen|Umweltbewusstsein|Abfall,de,QP 120,3
108496,Betriebswirtschaft,Eigenherstellung oder Fremdbezug Entscheidung mit Praxisfall bei Reptec S.A. (Dienstleister aus Guatemala),Wettbewerb|Kosten|Hochschulschrift|Wettbewerb|Kosten,de,QP 120,3
64290,Maschinenbau,Evaluierung existierender Berechnungsverfahren zur Flächenbedarfsermittlung von Produktionsstätten und Adaption eines Verfahrens für die Solarzellenfabrikation,Hochschulschrift,de,ZL 3000,4
147158,Wirtschaftsingenieurwesen,Vergleichende Analyse von Managementsystemen am Beispiel der Arbeitszeitmodelle in der Brief- und Paketzustellung bei der Deutschen Post DHL AG im Studiengang Wirtschaftsingenieurwesen,Betriebsverfassung|Hochschulschrift|Betriebsverfassung,de,QP 500,3
240353,Logistik,Bewertung von Logistikimmobilien,Immobilienbewertung|Bewertung|Hochschulschrift|Immobilienbewertung|Bewertung,de,QP 500,3
240354,Wirtschaftsingenieurwesen,Grobplanung des Erweiterungsbaues und Neustrukturierung des Materialflusses der Firma FlammSyscomp GmbH am Standort Hennigsdorf,Materialflusssystem|Grobplanung|Hochschulschrift|Materialflusssystem|Grobplanung,de,QP 500,3
240355,Automatisierungstechnik,Optimierung eines adaptiven Laboraufbaus zur Validierung einer Heater-Cooler-Unit,Transistorschaltung|Hypothermie|Hochschulschrift|Transistorschaltung|Hypothermie,de,ZL 6200,4
240358,Wirtschaftsingenieurwesen,Entwicklung eines standardisierten Projekt- und Prozessmanagementkonzepts für die Abwicklung von Versorgungssystemaufträgen im Projektgeschäft eines mittelständischen Unternehmens für Dichtungs- und Pumpentechnik,Versorgungstechnik|Gleitringdichtung|Hochschulschrift|Versorgungstechnik|Gleitringdichtung,de,QP 500,3
24421,Betriebswirtschaft,Outsourcing im Logistikbereich von Unternehmen,Logistik|Outsourcing|Hochschulschrift|Logistik|Outsourcing,de,QP 120,3
129087,Europäisches Management,Der Personalabbau als entscheidende Sparmaßnahme zur Nachhaltigkeit – Die Rolle und Funktion der Personalabteilung : am Beispiel der Siemens AG des Messgerätewerk Berlins,Betriebsänderung|Interessenausgleich|Sozialplan|Hochschulschrift|Betriebsänderung|Interessenausgleich|Sozialplan,de,QP 120,3
147162,Luftfahrttechnik / Luftfahrtlogistik,Entwicklung und Realisierung einer kameragestützten Prozessüberwachung an einem Enteisungsprüfstand,Messsystem|Programmiersystem|LabVIEW|Hochschulschrift|Messsystem|Programmiersystem|LabVIEW,de,ZO 7202,4
240360,Wirtschaftsingenieurwesen,Adaption von Enterprise-Architecture-Methoden für den Entwurf einer BIM-Architektur am Beispiel Firmenzentrale Detecon International GmbH.,Demonstrativbauvorhaben|Unternehmensarchitektur|Hochschulschrift|Demonstrativbauvorhaben|Unternehmensarchitektur,de,QP 500,3
147163,Maschinenbau,Laserschweißen von Tailored Blanks aus Dualphasenstählen,Schweißnahtprüfung|Hochschulschrift|Schweißnahtprüfung,de,ZL 3000,4
147164,Wirtschaftsingenieurwesen,Systematische Fehleranalyse als Grundlage für Prozessoptimierungen,Fertigung|Hochschulschrift|Fertigung,de,QP 500,3
97797,Betriebswirtschaft,Unterschiede des Facility Management im privaten und öffentlichen Sektor dargestellt an den Gebäuden des Landkreises Oberspreewald-Lausitz,Hochschulschrift,de,QP 120,3
240363,Luftfahrttechnik / Luftfahrtlogistik,Entwicklung eines Konzepts zum Fremdfirmenmanagement für Flughäfen am Beispiel der Flughafen Berlin Brandenburg GmbH,Fremdfirma|Flughafenbau|Hochschulschrift|Fremdfirma|Flughafenbau,de,ZO 7202,4
240365,Luftfahrttechnik / Luftfahrtlogistik,“Economical Steering” - Entwicklung und Durchführung einer proaktiven ökonomischen Cost Index Steuerung für die Langstreckenflotte der SWISS International Air Lines AG.,Ingenieurwissenschaften|Flugplanung|Hochschulschrift|Ingenieurwissenschaften|Flugplanung,de,ZO 7202,4
64291,Wirtschaftsingenieurwesen,Entwurf und Bewertung von Layout-Varianten eines geplanten Produktionsstandortes mit Untersuchung des Materialflusses,Fotovoltaikindustrie|Fabrikplanung|Materialflussplanung|Hochschulschrift|Fotovoltaikindustrie|Fabrikplanung|Materialflussplanung,de,QP 500,3
264376,Aviation Management,Automatische Inspektion an der Flugzeugaußenhaut,Flugzeug|Inspektion|Hochschulschrift|Flugzeug|Inspektion,de,ZO 7202,4
54509,Betriebswirtschaft,Möglichkeiten der Kundenbindung im deutschen Einzelhandel : Payback - eines der führenden Kundenbindungsprogramme in Deutschland,Kundenbindung|Einzelhandel|Hochschulschrift|Kundenbindung|Einzelhandel,de,QP 120,3
91395,Betriebswirtschaft,Chancen und Risiken einer externen Unternehmensübergabe - Untersuchung basierend auf der Unternehmensübergabe der Kältetechnik Radeck & Jacobsen GmbH,Unternehmensveräußerung|Risikoanalyse|Hochschulschrift|Unternehmensveräußerung|Risikoanalyse,de,QP 120,3
263907,Europäisches Management,Lithium-Abhängigkeit der EU: Bewältigung der steigenden Nachfrage nach Lithium zur Batterie-Herstellung für Elektroautos,Rohstoffversorgung|Lithiumbatterie|Hochschulschrift|Rohstoffversorgung|Lithiumbatterie,de,QP 120,3
91397,Betriebswirtschaft,Corporate Social Responsibility und Gewinnmaximierung im Kontext : eine Untersuchung am Beispiel der Deutschen Bahn AG,Corporate Social Responsibility|Soziale Verantwortung|Gewinnmaximierung|Bank|Hochschulschrift|Corporate Social Responsibility|Soziale Verantwortung|Gewinnmaximierung|Bank,de,QP 120,3
65344,Europäisches Management,Entwicklung eines Entscheidungsmodells zur Übernahme von Unternehmen aus Spanien für den TÜV NORD Konzern,Hochschulschrift,de,QP 120,3
34949,Kunststofftechnik,Thermischer Abbau von polymeren Werkstoffen,Hochschulschrift,de,ZM 5200,4
108505,Betriebswirtschaft,Wissensmanagement in der Stiftung Preußischer Kulturbesitz,Stiftung Preußischer Kulturbesitz|Wissensmanagement|Informationstechnik|Hochschulschrift|Wissensmanagement|Informationstechnik|Stiftung Preußischer Kulturbesitz 25.07.1957-,de,QP 120,3
264385,Maschinenbau,Fallstudie zur Implementierung einer modernen CNC-Fräsmaschine in einem komplexen Produktionsprozess der Hans Timm Fensterbau GmbH & Co. KG,Fräsmaschine|Implementation|Hochschulschrift|Fräsmaschine|Implementation,de,ZL 3000,4
105221,Wirtschaftsingenieurwesen,Perspektivenanalyse zur Modularisierung der Fertigungsstruktur durch den Einsatz innovativer Karosseriewerkstoffe im Fahrzeugbau anhand eines Beispiel-Moduls,Fahrzeugindustrie|Modulare Produktion|Kennzahlensystem|Produktionsplanung|Hochschulschrift|Hochschulschrift|Fahrzeugindustrie|Modulare Produktion|Kennzahlensystem|Produktionsplanung,de,QP 500,3
31234,Wirtschaftsingenieurwesen,Benchmarking unter Stadtwerken,Kommunale Energieversorgung|Benchmarking|Hochschulschrift|Kommunale Energieversorgung|Benchmarking,de,QP 500,3
123764,Betriebswirtschaft,Analyse sowie Optimierung der Auswahl und Bewertung von Lieferanten für neue Rohstoffe in der chemischen Industrie am Beispiel der BASF SE,Beschaffungspolitik|Lieferantenwahl|Lieferantenbeurteilung|Hochschulschrift|Beschaffungspolitik|Lieferantenwahl|Lieferantenbeurteilung,de,QP 120,3
85286,Logistik,Leitfaden für die Fremdvergabe von Logistikdienstleistungen im B2C-Fashion-E-Commerce,Bekleidungsindustrie|Electronic Commerce|Logistikunternehmen|Outsourcing|Hochschulschrift|Bekleidungsindustrie|Electronic Commerce|Logistikunternehmen|Outsourcing,de,QP 500,3
264387,Biosystemtechnik / Bioinformatik,Dopamin-Konzentrationsbestimmung in einem Mehrkomponentensystem durch algorithmische Analyse von DPV-Messdaten,Dopamin|Mehrstoffsystem|Hochschulschrift|Dopamin|Mehrstoffsystem,de,WF 9720,4
264388,Wirtschaftsingenieurwesen,"Analyse, Bewertung und wirtschaftliche Betrachtung von Photovoltaik-Anlagen im Siemens Dynamowerk Berlin",Fotovoltaik|Wirtschaftliche Betrachtungsweise|Hochschulschrift|Fotovoltaik|Wirtschaftliche Betrachtungsweise,de,QP 500,3
52645,Europäisches Management,Auswirkungen des Allgemeinen Gleichbehandlungsgesetzes unter besonderer Berücksichtigung der Altersdiskriminierung,Deutschland: Allgemeines Gleichbehandlungsgesetz|Altersdiskriminierung|Hochschulschrift|Deutschland: Allgemeines Gleichbehandlungsgesetz|Altersdiskriminierung,de,QP 120,3
24412,Wirtschaftsingenieurwesen,"Untersuchungen zur Lernorganisation im Betrieb, dargestellt am Beispiel der DaimlerChrysler Ludwigsfelde GmbH unter besonderer Berücksichtigung der Veränderungsnotwendigkeiten in den gewerblich-technischen Berufen Automobilmechaniker und Kfz-Elektriker",Betriebliche Bildungsarbeit|Betriebliche Ausbildung|Lernorganisation|Kraftfahrzeugindustrie|Hochschulschrift|Betriebliche Bildungsarbeit|Betriebliche Ausbildung|Lernorganisation|Kraftfahrzeugindustrie,de,QP 500,3
65451,Europäisches Management,Das Register der Interessenvertreter der Europäischen Kommission : ein Beitrag zu mehr Transparenz in der EU?,Europäische Kommission|Interessenvertretung|Lobbyismus|Hochschulschrift|Europäische Kommission|Interessenvertretung|Lobbyismus,de,QP 120,3
61779,Wirtschaftsingenieurwesen,Optimierung des Serienauslaufmanagements in der Materialsteuerung am Beispiel eines Fahrzeugherstellers,Hochschulschrift,de,QP 500,3
66059,Wirtschaftsingenieurwesen,Findung und Optimierung distributionspolitischer Alternativen auf dem wachsenden nationalen sowie europäischen Grillmarkt anhand von Räucherholzprodukten der Marke Axtschlag,Grillen (Garen)|Räuchermittel|Marktanalyse|Distributionspolitik|Absatzweg|Hochschulschrift|Grillen (Garen)|Räuchermittel|Marktanalyse|Distributionspolitik|Absatzweg,de,QP 500,3
123766,Betriebswirtschaft,Entwicklung eines Filialkonzeptes für eine Genossenschaftsbank am Beispiel der VR Bank Leipziger Land eG,Standortanspruch|Marktpotenzial|Wirtschaftlichkeitsrechnung|Strategie|Hochschulschrift|Standortanspruch|Marktpotenzial|Wirtschaftlichkeitsrechnung|Strategie,de,QP 120,3
50347,Verwaltung / Recht,Die Einführung elektronischer Reisepässe mit biometrischen Daten zur Authentifizierung der Person in den Passbehörden der Bundesrepublik Deutschland,Europäische Union: Verordnung über Normen für Sicherheitsmerkmale und biometrische Daten in von den Mitgliesstaaten ausgestellten Pässen und Reisedokumenten|Biometrischer Pass|Biometrie|Datenschutz|Hochschulschrift|Biometrischer Pass|Europäische Union: Verordnung über Normen für Sicherheitsmerkmale und biometrische Daten in von den Mitgliesstaaten ausgestellten Pässen und Reisedokumenten|Biometrie|Datenschutz,de,PN 216,3
101305,Maschinenbau,Entwicklung einer SAP-gestützten Chargen- bzw. Materialnachweisdokumentation bei der Herstellung von Reinigungs- und Desinfektionsanlagen für die pharmazeutische Industrie,Hochschulschrift,de,ZL 3000,4
85292,Luftfahrttechnik / Luftfahrtlogistik,"Untersuchung des derzeitig geltenden rechtlichen Rahmens für den Betrieb von UAVs, dessen Entwicklung sowie die Analyse der marktwirtschaftlichen Situation und deren zukünftige Entwicklung",Luftfahrtrecht|Flugkörper|Flugmodell|Marktanalyse|Hochschulschrift|Luftfahrtrecht|Flugkörper|Flugmodell|Marktanalyse,de,ZO 7202,4
33437,Wirtschaftsingenieurwesen,Analyse und Optimierung der Informationsdienste und -technologien einer öffentlichen Verwaltung am Beispiel der Stadtverwaltung Neuwied,Verwaltung|Informationstechnik|Informationsdienst|Optimierung|Analyse|Hochschulschrift|Verwaltung|Informationstechnik|Informationsdienst|Optimierung|Analyse,de,QP 500,3
101306,Telematik,Analytische Bewertung der anlagentechnischen Effizienz von Wohngebäuden sowie deren energetische Optimierung im Rahmen gering-investiver Maßnahmen,Hochschulschrift,de,ST 230,3
52646,Europäisches Management,Trainingsmaßnahmen in der Personalentwicklung : Analyse und Handlungsempfehlung,Personalentwicklung|Trainingsmethode|Hochschulschrift|Personalentwicklung|Trainingsmethode,de,QP 120,3
36765,Betriebswirtschaft,Neugestaltung eines Systems der Leistungsbeurteilung in einem Industrieunternehmen am Beispiel der Rolls-Royce Deutschland GmbH & Co. KG,Luftfahrtindustrie|Industriebetrieb|Leistungsbewertung|Performance Management|Personalbeurteilung|Hochschulschrift|Luftfahrtindustrie|Industriebetrieb|Leistungsbewertung|Performance Management|Personalbeurteilung,de,QP 120,3
101307,Logistik,Verifizierung der Einflussfaktoren aus der Warmumformung auf die Festigkeit von Buckelschweißverbindungen an höchstfesten Bauteilen,Hochschulschrift,de,QP 500,3
39161,Wirtschaftsingenieurwesen,Strategisches Energiemanagement in Anwendung auf Bestandsimmobilien des Innovationsparks Wuhlheide (IPW),Immobilienwirtschaft|Energiemanagement|Technologiezentrum|Hochschulschrift|Immobilienwirtschaft|Energiemanagement|Technologiezentrum,de,QP 500,3
264424,Aviation Management,Best Practices und Hindernisse für die Digitalizierung der Industrie 4.0 in der Luftfahrtindustrie: Haben kleine Unternehmen die gleichen Möglichkeiten wie große Unternehmen?,Luftfahrt|Industrie 4.0|Digitalisierung|Hochschulschrift|Industrie 4.0 ca. Ende 20. Jahrhundert|Luftfahrt|Digitalisierung,de,ZO 7202,4
61722,Wirtschaftsingenieurwesen,Bewertung des Eigenschaftsprofils von ausgewählten Hochleistungskunststoffen und Marktrecherche für die Primo Profile GmbH hinsichtlich der Extrusion derartiger Materialien sowie Ermittlung von Markteintrittsbarrieren,Kunststoffindustrie|Thermoplast|Marktanalyse|Strangpressen|Hochschulschrift|Kunststoffindustrie|Thermoplast|Marktanalyse|Strangpressen,de,QP 500,3
187988,Europäisches Management,Untersuchung zum Customer Service am Beispiel von car2go,Kundendienst|Carsharing|Kraftfahrzeugmarkt|Hochschulschrift|Kundendienst|Carsharing|Kraftfahrzeugmarkt,de,QP 120,3
50305,Wirtschaft / Recht,Die Gestaltung eines Arbeitsvertrages : unter Berücksichtigung der Schuldrechtsreform am Beispiel der Vattenfall Europe Mining AG und der Vattenfall Europe Generation AG & Co. KG,Deutschland: Gesetz zur Modernisierung des Schuldrechts|Arbeitsrecht|Arbeitsvertrag|Befristeter Arbeitsvertrag|Hochschulschrift|Arbeitsrecht|Deutschland: Gesetz zur Modernisierung des Schuldrechts 2001|Arbeitsvertrag|Befristeter Arbeitsvertrag,de,PN 216,3
187989,Europäisches Management,"Deutsche Firmen im Ausland: Eine Handlungsempfehlung wie eine Firma sich anpassen und verändern muss, damit sie auf dem asiatischen Markt Erfolg hat, am Beispiel von China",Marktanalyse|Interkulturelles Management|Auslandsmarkt|Hochschulschrift|Marktanalyse|Interkulturelles Management|Auslandsmarkt,de,QP 120,3
187990,Europäisches Management,Untersuchung zum Erfolgspotential einer Reiseapplikation,Anwendungssoftware|Reisemarkt|Stärken-Schwächen-Analyse|Hochschulschrift|Anwendungssoftware|Reisemarkt|Stärken-Schwächen-Analyse,de,QP 120,3
94477,Telematik,Steigerung von Effizienz und Sicherheit durch gezielte Objekterkennung unter Verwendung geografischer und optischer Streckenaufzeichnungen des ÖPNV,Öffentlicher Personennahverkehr|Bildverarbeitung|Verkehrsweg|Fahrplan|Softwareentwicklung|Hochschulschrift|Öffentlicher Personennahverkehr|Bildverarbeitung|Verkehrsweg|Fahrplan|Softwareentwicklung,de,ST 230,3
64747,Wirtschaft / Recht,Die Nutzung von Trickfiguren im Rahmen der Produktwerbung im Marktsegment Kinder,Werbung|Zielgruppe|Kind|Werbefigur|Comicfigur|Hochschulschrift|Werbung|Zielgruppe|Kind|Werbefigur|Comicfigur,de,PN 216,3
36713,Betriebswirtschaft,Untersuchung zur Einführung der Balanced Scorecard für die Bewertung von Wohnungsobjekten in der Stadt Cottbus,Immobilienmanagement|Balanced Scorecard|Hochschulschrift|Immobilienmanagement|Balanced Scorecard,de,QP 120,3
240227,Business Management,Elektronische Mundpropaganda : der Einfluss von Kundenbewertungen auf Konsumenten,Propaganda|Verbraucher|Mund-zu-Mund-Werbung|Hochschulschrift|Propaganda|Verbraucher|Mund-zu-Mund-Werbung,de,QP 120,3
240228,Betriebswirtschaft,Handlungsempfehlung für erfolgreiche Kooperationen zwischen Startups und Konzernen,Unternehmensgründung|Konzern|Hochschulschrift|Unternehmensgründung|Konzern,de,QP 120,3
240229,Business Management,Generationswechsel der Unternehmensführung : Chancen und Risiken bei Übernahme eines mittelständischen Unternehmens,Klein- und Mittelbetrieb|Unternehmenskauf|Hochschulschrift|Klein- und Mittelbetrieb|Unternehmenskauf,de,QP 120,3
121641,Biosystemtechnik / Bioinformatik,Epigenetische Regulation von therapeutischen target Genen in der akuten Leukämie,Medizin|Behandlung|Kombinationsverfahren|Hochschulschrift|Medizin|Behandlung|Kombinationsverfahren,de,WF 9720,4
51277,Betriebswirtschaft,Ersatzteillogistik bei Major Components (Hauptkomponenten) am Beispiel von Gasturbinenschaufeln,Ersatzteilversorgung|Hochschulschrift|Ersatzteilversorgung,de,QP 120,3
240230,Betriebswirtschaft,Strukturelle Erfolgsanalyse in der Gasturbinenindustrie : Empirische Untersuchung ausgewählter Kennzahlen der Siemens AG und General Electric,Gasturbine|Energieversorgung|Hochschulschrift|Gasturbine|Energieversorgung,de,QP 120,3
101308,Telematik,Simulationsbasierte Berechnung einer energiesparenden Absenktemperatur für Wohnungen,Wärmebedarf|Energieeinsparung|Heizung|Temperaturprogrammierung|Computersimulation|Hochschulschrift|Wärmebedarf|Energieeinsparung|Heizung|Temperaturprogrammierung|Computersimulation,de,ST 230,3
61781,Maschinenbau,Erarbeitung eines Algorithmus zur automatischen Formboard-Generierung auf Basis nicht-proprietärer Daten,Luft- und Raumfahrtindustrie|Kabelbaum|CAD|Algorithmus|Hochschulschrift|Luft- und Raumfahrtindustrie|Kabelbaum|CAD|Algorithmus,de,ZL 3000,4
240231,Business Management,Vom Point of Sale zum Point of Experience : kundenzentrierte Entwicklung von Innovationen für den stationären Einzelhandel,Einzelhandel|Point of sale|Hochschulschrift|Einzelhandel|Point of sale,de,QP 120,3
240232,Business Management,Shared Service Center : Konzeption und Umsetzung im Bereich Controlling eines deutschen Industriekonzerns,Organisationsform|Controlling|Hochschulschrift|Organisationsform|Controlling,de,QP 120,3
