text	uri
Wirtschaftsingenieurwesen Die Möglichkeit von verschiedenen Vertriebsstrategien bei der Einführung eines neuen Produktes in der Kältetechnik unter Berücksichtigung alternativer wirtschaftspolitischer Szenarien in Europa Kältetechnische Wirtschaft Distributionspolitik Produkteinführung Hochschulschrift Kältetechnische Wirtschaft Distributionspolitik Produkteinführung	th-wildau:QP500
Business Management Co-Branding als strategische Option zur Unternehmenswertsteigerung - Eine empirische Studie zur Analyse der Marketingstrategie der Firma Fiat Markenpolitik Wertzuwachs Marketingstrategie Hochschulschrift Markenpolitik Wertzuwachs Marketingstrategie	th-wildau:QP120
Wirtschaft / Recht Das Investmentsteuergesetz : die Besteuerung von inländischen Publikumsfonds Deutschland: Investmentmodernisierungsgesetz Investmentfonds Steuerrecht Hochschulschrift Deutschland: Investmentmodernisierungsgesetz 2003 Investmentfonds Steuerrecht	th-wildau:PN216
Maschinenbau Optimierung der CAD-CAM-CNC Prozesskette Optimierung CAD-CAM Programmierung Analyse Hochschulschrift Optimierung CAD-CAM Programmierung Analyse	th-wildau:ZL3000
Betriebswirtschaft Konsequenzen der Veränderungen in der Krankenhausfinanzierung auf der Grundlage eines DRG-basierten Abrechnungssystems Krankenhausfinanzierung Diagnosis-related-groups-Konzept Hochschulschrift Krankenhausfinanzierung Diagnosis-related-groups-Konzept	th-wildau:QP120
Wirtschaftsingenieurwesen Einführung einer Serienfertigung in der Composite Herstellung Produktionsprozess Prozessoptimierung Hochschulschrift Produktionsprozess Prozessoptimierung	th-wildau:QP500
Wirtschaft / Recht Total-Qualtity-Management im Krankenhaus - Ziele, Praxisbeispiele und Entwicklungstendenzen im Klinikum Uckermark Krankenhaus Qualitätsmanagement Hochschulschrift Krankenhaus Qualitätsmanagement	th-wildau:PN216
Biosystemtechnik / Bioinformatik Optimierung einer Methode zum quantitativen Nachweis von Algenfarbstoffen durch Dünnschichtchromatographie Nachweis Methode Optimierung Algenkultur Hochschulschrift Nachweis Methode Optimierung Algenkultur	th-wildau:WF9720
Maschinenbau Entwicklung einer neuen Bolzengeneration für Möbelverbinder Hochschulschrift	th-wildau:ZL3000
Maschinenbau Entwicklung der hochpräzisen Ausrichtung von Optikeinheit und Düsenmodul eines Laserstrahl-Schneidlkopfes Optik Laserschneiden Hochschulschrift Optik Laserschneiden	th-wildau:ZL3000
Wirtschaftsingenieurwesen 5-Achs-Fräsen in dem CAD/CAM-System Siemens NX12 - Optimierung von Fertigungsparametern durch Substitution von 3-Achs Operationen am Beispiel eines Paddelwerkzeugs Fertigungsplanung Optimierung Hochschulschrift Fertigungsplanung Optimierung	th-wildau:QP500
Luftfahrttechnik / Luftfahrtlogistik Luftseitige Bestandsaufnahme und Bewertung der 14 zukünftig von Fraport Greece betriebenen Flughäfen Bestandsaufnahme Flughafen Hochschulschrift Bestandsaufnahme Flughafen	th-wildau:ZO7202
Kommunales Verwaltungsmanagement / Recht Der Umgang mit dem Problem der inneren Kündigung am Beispiel der Stadt Brandenburg an der Havel Innere Kündigung Führung Work-Life-Balance Brandenburg an der Havel Hochschulschrift Innere Kündigung Brandenburg an der Havel Führung Work-Life-Balance	th-wildau:PN216
Wirtschaftsingenieurwesen Analyse der Produktionsprozesse zur Erfassung wesentlicher Verbesserungspotenziale in einem Unternehmen für elektroakustische Geräte. Produktionsprozess Vorschlagswesen Hochschulschrift Produktionsprozess Vorschlagswesen	th-wildau:QP500
Kommunales Verwaltungsmanagement / Recht Das Mitarbeitergespräch als Instrument der Personalführung am Beispiel der Stadt Brandenburg an der Havel Mitarbeitergespräch Führung Verwaltung Brandenburg an der Havel Hochschulschrift Mitarbeitergespräch Führung Brandenburg an der Havel Verwaltung	th-wildau:PN216
Logistik Optimierung eines Qualitätsmanagementsystems am Beispiel eines Lagerlogistikdienstleistungsunternehmens Methode Werkzeug Transformation Hochschulschrift Methode Werkzeug Transformation	th-wildau:QP500
Maschinenbau Entwurf und Konstruktion modularer Behälterdeckel für Bioreaktoren Hochschulschrift	th-wildau:ZL3000
Verwaltung / Recht Organisationsmanagement : Grundlagen, Handlungsfelder und Einführung der Entgeltordnung zum Tarifvertrag für den öffentlichen Dienst (VKA) Öffentlicher Dienst Tarifvertrag Hochschulschrift Öffentlicher Dienst Tarifvertrag	th-wildau:PN216
Wirtschaftsingenieurwesen Konzeption eines Produktkonfigurators für stationäre Patientenliftersysteme Konzeption Konfigurator (Softwaresystem) Hochschulschrift Konzeption Konfigurator 〈Softwaresystem〉	th-wildau:QP500
Verwaltung / Recht Betriebliches Gesundheitsmanagement in der öffentlichen Verwaltung : eine Analyse anhand der Technischen Hochschule Wildau Verwaltung Gesundheitsförderung Hochschulschrift Verwaltung Gesundheitsförderung	th-wildau:PN216
Telematik Konzeption und technologische Evaluierung von Lösungsmöglichkeiten für ein transaktionsbasiertes Hub-System in Microservices-Architektur am Beispiel des SAP Event Ticketing-Systems Netzwerk Datenbank Hochschulschrift Netzwerk Datenbank	th-wildau:ST230
Betriebswirtschaft Denkmalschutz als Steuersparmodell unter besonderer Betrachtung des § 15 EStG und dessen Auswirkungen auf steueroptimierte Fondskonstruktionen Deutschland: Einkommensteuergesetz Denkmalschutz Hochschulschrift Denkmalschutz Deutschland: Einkommensteuergesetz 1934	th-wildau:QP120
Wirtschaftsingenieurwesen Untersuchung der Kapazitätserhöhung eines Wärmebehandlungsprozesses von Gussrohlingen aus einer Kobalt-Chrom-Legierung für die Humanmedizin Wärmebehandlung Cobaltlegierung Wirtschaftlichkeitsrechnung Feinguss Hochschulschrift Wärmebehandlung Cobaltlegierung Wirtschaftlichkeitsrechnung Feinguss	th-wildau:QP500
Betriebswirtschaft Existenzgründungsplanung am Beispiel eines technologieorientierten Unternehmens Geschäftsplan Unternehmensgründung Hochschulschrift Geschäftsplan Unternehmensgründung	th-wildau:QP120
Luftfahrttechnik / Luftfahrtlogistik Kostenanalyse und Untersuchung eines Ersatzteilversorgungskonzepts auf der Basis der International Airlines Technical Pool Nutzung im Langstreckennetz der Air Berlin Air Berlin PLC & Co. Luftverkehrs KG Luftfahrt Ersatzteilversorgung Kostenanalyse Hochschulschrift Luftfahrt Ersatzteilversorgung Air Berlin PLC & Co. Luftverkehrs KG Kostenanalyse	th-wildau:ZO7202
Wirtschaftsingenieurwesen Konzeptionierung und Einführung einer benutzerabhängigen Maschinenbedienerlogik innerhalb einer Fertigungsstrecke an ausgewählten Maschinen Drucksensor Qualitätssteigerung Hochschulschrift Drucksensor Qualitätssteigerung	th-wildau:QP500
Wirtschaftsingenieurwesen Optimierung der Dampfzufuhr bei einem verfahrenstechnischen Wärmeüberträger Optimierung Prozessbeschleunigung Energiebedarf Energiebilanz Hochschulschrift Optimierung Prozessbeschleunigung Energiebedarf Energiebilanz	th-wildau:QP500
Logistik Konzeptionierung der Bahnhofsprozesse des innerbetrieblichen Milkrun-Systems unter Berücksichtigung von Lean-Prinzipien zur Sicherstellung der Montagelinienversorgung nach dem Bau einer Hallenverbindung zwischen Produktion und Lager Prinzip Produktion Materialfluss Planung Hochschulschrift Prinzip Produktion Materialfluss Planung	th-wildau:QP500
Technisches Management / Logistik Konzeption und Implementierung eines Leitstandes für die Materialdisposition im Triebwerksbau am Beispiel Rolls-Royce Deutschland Ltd & Co. KG am Standtort Dahlewitz Materialmanagement Schwachstellenanalyse Hochschulschrift Materialmanagement Schwachstellenanalyse	th-wildau:QP500
Maschinenbau Entwicklung eines Maschinenkonzeptes für eine wirtschaftliche Fertigung von Rundzugproben gegenüber der Fremdfertigung Reichsausschuß für Arbeitszeitermittlung Drehmaschine Nutzwertanalyse Zugversuch Hochschulschrift Drehmaschine Nutzwertanalyse Zugversuch Reichsausschuß für Arbeitszeitermittlung	th-wildau:ZL3000
Wirtschaftsinformatik Java Testautomation mit Selenium und Integration der Tests in Jenkins am Beispiel vom Canto Cumulus Web Client Qualitätsaudit Optimierung Softwareentwicklung Datenverarbeitung Hochschulschrift Qualitätsaudit Optimierung Softwareentwicklung Datenverarbeitung	th-wildau:QH500
Logistik Entwicklung eines Konzeptes zur Optimierung der außerbetrieblichen Transporte bei der S-Bahn Berlin GmbH Transport Organisation Hochschulschrift Transport Organisation	th-wildau:QP500
Wirtschaftsinformatik Konzeptionierung eines Informations- und Bearbeitungssystems für die Dokumentation der Softwareanforderungen für Druckmaschinenserien auf der Basis von XML und Datenbanken Hochschulschrift	th-wildau:QH500
Maschinenbau Numerische Untersuchungen der Strömungs- und Temperaturverhältnisse im Zinkpott einer Verzinkungsanlage Verzinken Numerische Strömungssimulation Validierung Hochschulschrift Verzinken Numerische Strömungssimulation Validierung	th-wildau:ZL3000
Maschinenbau Konzeption und prototypischer Aufbau eines Systems zum robotergeführten Verkleben von Komponenten zur Herstellung von Elektrodeneinheiten als Bestandteil in Wasserstoffbrennstoffzellen Elektrode Kleben Hochschulschrift Elektrode Kleben	th-wildau:ZL3000
Maschinenbau Untersuchung zur Optimierung der Wärmeübertragung bei freier Konvektion in einem solarthermischen Speicher Wärmeübertragung Konvektion Vernetzung Simulation Hochschulschrift Wärmeübertragung Konvektion Vernetzung Simulation	th-wildau:ZL3000
Maschinenbau Entwicklung eines Konzeptes zur Stabilisierung der Dosierungsbunker der Sinteranlage ArcelorMittal Eisenhüttenstadt GmbH Arcelor-Mittal Eisenhüttenstadt GmbH Sinteranlage Dosiereinrichtung Schwachstellenanalyse Hochschulschrift Arcelor-Mittal Eisenhüttenstadt GmbH Sinteranlage Dosiereinrichtung Schwachstellenanalyse	th-wildau:ZL3000
Technisches Management / Logistik Simulationsgestützte Prozessanalyse des Kassenbereiches im Einzelhandel unter Berücksichtigung klassischer Produktionsplanungs- und -steuerungsprinzipien Einzelhandel PPS Hochschulschrift Einzelhandel PPS	th-wildau:QP500
Wirtschaftsingenieurwesen Neugestaltung des Layouts für das Unternehmen Berliner Glas im Werk Schwäbisch Hall durch Verlagerung einer Produktionslinie aus dem Werk Berlin – Technische Gläser Klein- und Mittelbetrieb Glasindustrie Fabrikplanung Materialfluss Hochschulschrift Klein- und Mittelbetrieb Glasindustrie Fabrikplanung Materialfluss	th-wildau:QP500
Wirtschaftsingenieurwesen Prozessoptimierung des moderierten Wissenstransfers für risikorelevante Personalbewegungen bei der Lausitz Energie Bergbau AG Lausitz Energie Bergbau AG Wissenschaftstransfer Prozessoptimierung Wissensmanagement Hochschulschrift Lausitz Energie Bergbau AG XX.10.2016- Wissenschaftstransfer Prozessoptimierung Wissensmanagement	th-wildau:QP500
Logistik Corporate Social Responsibility in der Logistik - Eine Untersuchung der Signifikanz gesamtgesellschaftlicher Unternehmensverantwortung im Wirtschaftsbereich Logistik Wettbewerbsfähigkeit Wirtschaftlichkeit Empirie Hochschulschrift Wettbewerbsfähigkeit Wirtschaftlichkeit Empirie	th-wildau:QP500
Photonik Entwurf und Konstruktion einer hochaulösenden 2D Röntgenkamera Hochschulschrift	th-wildau:ZN6280
Betriebswirtschaft Analyse und Optimierungsansätze der betriebsinternen Kommunikation zur Steigerung der Leistungsfähigkeit des Unternehmens Kommunikation Auswertung Modell Hochschulschrift Kommunikation Auswertung Modell	th-wildau:QP120
Luftfahrttechnik / Luftfahrtlogistik Entwicklung eines luftfahrtkonformen Prozessmodells für die Oberflächenbearbeitung von Hydraulikkomponenten Lufthansa Technik AG Läppen Prozessanalyse Luftfahrt Hochschulschrift Lufthansa Technik AG 1995- Läppen Prozessanalyse Luftfahrt	th-wildau:ZO7202
Business Management Was sind die Leute wert? Eine Untersuchung zur Bewertung des Humankapitals auf der Basis der Saarbrücken Formel Humankapital Wert Hochschulschrift Humankapital Wert	th-wildau:QP120
Maschinenbau Entwicklung einer Schnellwechselvorrichtung für Vulkanisationsformen zur Steigerung der Gesamtanlageneffektivität unter Berücksichtigung eines reduzierten Personalbedarfs Transportprozess Reifenindustrie Personaleinsatz Hochschulschrift Transportprozess Reifenindustrie Personaleinsatz	th-wildau:ZL3000
Verwaltung / Recht Prozessuale Analyse des Informationsverhaltens und der Informationsbeziehungen als Grundlage für Entscheidungsfindungen zur Verbesserung des Informationsmanagements, am Beispiel des Arbeitsamtes Berlin-Ost Informationsmanagement Optimierung Hochschulschrift Informationsmanagement Optimierung	th-wildau:PN216
Biosystemtechnik / Bioinformatik Korrelation zwischen dem kognitiven Leistungsprofil bei Morbus Parkinson und mittels Magnetresonanztomographie diagnostizierten Eisenakkumulation im Cerebrum Parkinson-Krankheit Kernspintomografie Gehirn Hochschulschrift Parkinson-Krankheit Kernspintomografie Gehirn	th-wildau:WF9720
Wirtschaftsinformatik Erstellung eines CRMs für das Unternehmen Iven & Hillmann GmbH & Co. KG Kundenmanagement Datenbankverwaltung Affiliate-Programm Softwareentwicklung Hochschulschrift Kundenmanagement Datenbankverwaltung Affiliate-Programm Softwareentwicklung	th-wildau:QH500
Betriebswirtschaft Überprüfung der Wirksamkeit von Business Reengineering am Beispiel der Gebäudewirtschaft Cottbus GmbH Immobilienwirtschaft Sozialeinrichtung Restrukturierung Hochschulschrift Immobilienwirtschaft Sozialeinrichtung Restrukturierung	th-wildau:QP120
Technisches Management / Logistik Prozessoptimierung durch MES-Einführung bei einem medizintechnischen Produktionsunternehmen am Beispiel der Biotronik SE & Co. KG Berlin BIOTRONIK GmbH (Berlin) ERP Future Conference Prozessoptimierung Personalaufwendung Hochschulschrift Prozessoptimierung BIOTRONIK GmbH 〈Berlin〉 ERP Future Conference Personalaufwendung	th-wildau:QP500
Betriebswirtschaft Ratingagenturen - Darstellung und kritische Würdigung eines Konzeptes für eine internationale Ratingagentur Arbeitsweise Wirtschaftsentwicklung Hochschulschrift Arbeitsweise Wirtschaftsentwicklung	th-wildau:QP120
Betriebswirtschaft Vergleich der digitalen Kompetenz von Mitarbeitern - am Beispiel von Personalsachbearbeitern eines jungen und serviceorientierten Finanz- und Personaldienstleisters Informationskompetenz Erhebungsverfahren Personalwesen Digitalisierung Hochschulschrift Informationskompetenz Erhebungsverfahren Personalwesen Digitalisierung	th-wildau:QP120
Maschinenbau Konstruktion einer Entwässerungsvorrichtung für Nassbaggergut Nassbagger Dränung Aushub Hochschulschrift Nassbagger Dränung Aushub	th-wildau:ZL3000
Kommunales Verwaltungsmanagement / Recht Möglichkeiten zur Verbesserung der Arbeitgeberattraktivität am Beispiel der Kreisverwaltung Prignitz Personalimage Prignitz Hochschulschrift Personalimage Prignitz	th-wildau:PN216
Wirtschaft / Recht Bedeutung des Rechnungszinses für die Bewertung der Pensionsrückstellung nach Handels- und Steuerrecht: Auswirkung des Gesetzes zur Umsetzung der Wohnimmobilienkreditrichtlinie und zur Änderung handelsrechtlicher Vorschriften Unbewegliche Sache Handelsrecht Steuerrecht Hochschulschrift Unbewegliche Sache Handelsrecht Steuerrecht	th-wildau:PN216
Maschinenbau Projektierung einer Algenproduktionsanlage : Vorprojektierung einer Algen-Farm, eine Kombination aus Rohrreaktoren und Open pond System im kontinuierlichen Betrieb Algenkultur Standortplanung Hochschulschrift Algenkultur Standortplanung	th-wildau:ZL3000
Betriebswirtschaft Testkäufe bei deutschen Banken und Sparkassen : untersucht am Beispiel der Mittelbrandenburgischen Sparkasse in Potsdam (MBS) Kreditwesen Dienstleistungssektor Kundenorientierung Testkauf Hochschulschrift Kreditwesen Dienstleistungssektor Kundenorientierung Testkauf	th-wildau:QP120
Betriebswirtschaft Rechnungslegung und Bilanzen im Insolvenzverfahren Insolvenzeröffnung Überschuldungsbilanz Dreisatzrechnung Hochschulschrift Insolvenzeröffnung Überschuldungsbilanz Dreisatzrechnung	th-wildau:QP120
Technisches Management / Logistik Entwicklung eines standardisierten Intralogistikkonzeptes für einen Hersteller von Systemlösungen für automatisierte Fügesysteme Entwicklung Intralogistik Produzent Organisationsstruktur Hochschulschrift Entwicklung Intralogistik Produzent Organisationsstruktur	th-wildau:QP500
Verwaltung / Recht Die Einführung einer Wahlpflicht in Deutschland als Konsequenz sinkender Wahlbeteiligung Wahlrecht Wahlforschung Politischer Wandel Verfassungsrecht Hochschulschrift Wahlrecht Wahlforschung Politischer Wandel Verfassungsrecht	th-wildau:PN216
Logistik Analyse der aktuellen Marktsituation im kombinierten Güterverkehr in Deutschland sowie Untersuchung der intermodalen Planungsprozesse am Beispiel der Erschließung neuer Verkehrsgebiete von KV-Anbietern Kombinierter Verkehr Deutschland Hochschulschrift Kombinierter Verkehr Deutschland	th-wildau:QP500
Maschinenbau Entwicklung und Konstruktion einer Vorrichtung für die taktbezogene Höhenänderung von Montagebetriebsmitteln von Baugruppen in der Automobilproduktion Kraftfahrzeugindustrie Karosseriebau Hochschulschrift Kraftfahrzeugindustrie Karosseriebau	th-wildau:ZL3000
Betriebswirtschaft Outsourcing in mittelständischen Krankenhäusern im Bereich Elektromedizin Krankenhaus Klein- und Mittelbetrieb Outsourcing Hochschulschrift Krankenhaus Klein- und Mittelbetrieb Outsourcing	th-wildau:QP120
Verkehrssystemtechnik Analyse verschiedener Parametervariationen des Fahrzeugfolgemodelles für ein autonomes Fahrzeug in SUMO Autonomes Fahrzeug Analyse Hochschulschrift Autonomes Fahrzeug Analyse	th-wildau:ZO4600
Logistik Optimierung der Geschäftsprozesse der produktionsorientierten Inhouse-Logistik bei der Flamco STAG GmbH Genthin Transportweg Lagerplatzzuordnung Optimierung Hochschulschrift Transportweg Lagerplatzzuordnung Optimierung	th-wildau:QP500
Kommunales Verwaltungsmanagement / Recht Die Akzeptanz der Doppik am Beispiel des Landkreises Havelland und seiner kreisangehörigen Kommunen - Aufzeigen von Rationalisierungspotentialen durch eine praxisorientierte Anwendung der Doppik Doppelte Buchführung Rationalisierung Havelland Hochschulschrift Doppelte Buchführung Havelland Rationalisierung	th-wildau:PN216
Wirtschaftsingenieurwesen Optimierung eines manuellen Fertigungsschrittes mit Berücksichtigung eines Modellwechsels im Transporterbau Prozesskette Automation Hochschulschrift Prozesskette Automation	th-wildau:QP500
Telematik Entwicklung von Echtzeit-Webanwendungen: Erstellung eines Echtzeit-, bidirektionalen und asynchronen Prototyps zur Überwachung von Telemetrie-Informationen in C# und .net Core Echtzeitverarbeitung World Wide Web Anwendungssystem Hochschulschrift Echtzeitverarbeitung World Wide Web Anwendungssystem	th-wildau:ST230
Maschinenbau Optimierung eines Prüfplatzes zur Durchführung von Hauptuntersuchungen nach §29 StVZO an Personenkraftwagen Abgasuntersuchung Technischer Überwachungsverein Hochschulschrift Abgasuntersuchung Technischer Überwachungsverein	th-wildau:ZL3000
Logistik Variantenuntersuchung der Trassenführung für eine Straßenbahnerweiterung in Potsdam von der Haltestelle Kirschallee zum Bahnhof Golm Trassierung Straßenbahn Hochschulschrift Trassierung Straßenbahn	th-wildau:QP500
Logistik Ableitung von Optimierungsansätzen für das automatische Kleinteilelager in der Mercedes- Benz Ludwigsfelde GmbH Hochschulschrift	th-wildau:QP500
Logistik Optimierung des Anlaufmanagements für Neuprodukte in der Automobilindustrie durch Analyse der Voraussetzungen, Rahmenbedingungen und Schnittstellen im Vergleich zum MDS-Sollprozess Hochschulschrift	th-wildau:QP500
Europäisches Management Lebensmittelspekulation als EU-Regulierungsfeld: Rohstoffmärkte, Versorgungsprinzip und die Politik der Interessengruppen Lebensmittel Politik Hochschulschrift Lebensmittel Politik	th-wildau:QP120
Luftfahrttechnik / Luftfahrtlogistik Analyse und Bewertung unterschiedlicher Berechnungsmodelle zur Vorhersage der Instandhaltungskosten von zivilen Flugtriebwerken MTU Aero Engines AG Instandhaltungskosten Flugtriebwerk Berechnung Hochschulschrift Instandhaltungskosten Flugtriebwerk Berechnung MTU Aero Engines AG	th-wildau:ZO7202
Betriebswirtschaft Optimierung der Vertriebsorganisation am Beispiel eines genehmigungspflichtigen Finanzdienstleisters aus der Factoringbranche Marketinginstrument Marketing-Mix Hochschulschrift Marketinginstrument Marketing-Mix	th-wildau:QP120
Betriebswirtschaft Gründung der moreTV Broadcasting GmbH : Entwicklung eines Businessplanes im Geschäftsbereich digitale Medien Neue Medien Unternehmensgründung Geschäftsplan Hochschulschrift Neue Medien Unternehmensgründung Geschäftsplan	th-wildau:QP120
Technisches Management / Logistik Analyse und Neukonzeption der bestehenden Logistik-Prozesse des Mercedes-Benz Werkes Hamburg hinsichtlich der Umstellung der Fertigungs- und Belieferungssequenz von IB-Plan auf IB-Ist Mercedes (Marke) Logistik Prozessbeschleunigung Stresstest Hochschulschrift Mercedes (Marke) Logistik Prozessbeschleunigung Stresstest	th-wildau:QP500
Europäisches Management Diverse Marketingaktivitäten im neuen Zeitalter und rasantes Expansionswachstum im Vergleich zwischen H&M und Primark Marketing Hochschulschrift Marketing	th-wildau:QP120
Logistik Erstellung und Bewertung von Planungsszenarien zur Durchführung des Fahrbahn-Winterdienstes im Stadtgebiet Potsdam mittels eines EDV-gestützten Tourenplanungs- und Optimierungssystems Winterdienst EDV Stadt Schwellenwert Hochschulschrift Stadt Winterdienst EDV Schwellenwert	th-wildau:QP500
Wirtschaftsinformatik Entwurf und Umsetzung einer Dateiintegrationsprüfung in Form eines Management Packs für den Microsoft Operations Manager 2005 Computersicherheit Integrität (Informatik) Hochschulschrift Computersicherheit Integrität 〈Informatik〉	th-wildau:QH500
Wirtschaftsingenieurwesen Beschleunigung eines Unterprojekts im Rahmen einer laufenden Produktentwicklung für den Weltraumbereich Hochschulschrift	th-wildau:QP500
Luftfahrttechnik / Luftfahrtlogistik Erstellung eines Sicherheitskonzeptes für das Unterfahren von Tragflächen und Leitwerken bei der Flugzeugabfertigung unter Berücksichtigung von Nachbarschaftskonflikten Hochschulschrift	th-wildau:ZO7202
Technisches Management / Logistik Entwicklung einer methodischen Vorgehensweise zur Standortplanung für ein Dienstleistungsunternehmen am Beispiel eines innovativen Geschäftsmodells Hochschulschrift	th-wildau:QP500
Physikalische Technik Spezifische Charakterisierung von GaN-HFETs zur Einsetzbarkeit als Schalttransistor in der Leistungselektronik Galliumnitrid Schalttransistor HEMT Leistungselektronik Hochschulschrift Galliumnitrid Schalttransistor HEMT Leistungselektronik	th-wildau:ZL3000
Wirtschaftsingenieurwesen Entwicklung und Technische Umsetzung einer Samplingsstrategie zur Lossteuerung im Bereich Copper-Polish der AMD Saxony LLC & Co. KG in Dresden Hochschulschrift	th-wildau:QP500
Europäisches Management Die Postwachstumsökonomie auf dem Prüfstand - ein Modell auf Unternehmensebene? Wirtschaftswachstum Hochschulschrift Wirtschaftswachstum	th-wildau:QP120
Biosystemtechnik / Bioinformatik Analyse des T-Zell-Rezepto-Repertoires mittels Hochdurchsatz-Sequenzierung Methode Genklonierung Hochschulschrift Methode Genklonierung	th-wildau:WF9720
Physikalische Technik Experimentelle Untersuchungen zur selektiven Synthese metallischer und halbleitender einwandiger Kohlenstoffnanoröhren Einwandige Kohlenstoff-Nanoröhre Keimbildung Synthese Lichtbogen Hochschulschrift Einwandige Kohlenstoff-Nanoröhre Keimbildung Synthese Lichtbogen	th-wildau:ZL3000
Wirtschaft / Recht Musicsharing - Versuch einer rechtskonformen Lösung Online-Community Musikwirtschaft Urheberrecht Kopierrecht Hochschulschrift Online-Community Musikwirtschaft Urheberrecht Kopierrecht	th-wildau:PN216
Europäisches Management Die wirtschaftlichen Auswirkungen der Steuerhinterziehung Deutscher über Konten in der Schweiz mit medialer Begleitung bei Entdeckung Steuerhinterziehung Medien Hochschulschrift Steuerhinterziehung Medien	th-wildau:QP120
Europäisches Management Vergleich der Preispolitik im Online- und stationären Handel im Bereich der Unterhaltungselektronik Preispolitik Hochschulschrift Preispolitik	th-wildau:QP120
Biosystemtechnik / Bioinformatik Optimierung eines Enzyme Linked Immunosorbent Assays zur Entwicklung eines diagnostischen Nachweisverfahrens im Bereich der rheumatoiden Arthritis Autoaggressionskrankheit Rheumatoide Arthritis Enzyme-linked immunosorbent assay Nachweis Hochschulschrift Autoaggressionskrankheit Rheumatoide Arthritis Enzyme-linked immunosorbent assay Nachweis	th-wildau:WF9720
Wirtschaftsinformatik Konzeption und Realisierung eines Software-Generators zur Erfassung von IT-Infrastrukturen mit mobilen Endgeräten Softwareentwicklung Generator (Informatik) Modellgetriebene Entwicklung MDA (Vorgehensmodell) Hochschulschrift Softwareentwicklung Generator (Informatik) Modellgetriebene Entwicklung MDA 〈Vorgehensmodell〉	th-wildau:QH500
Biosystemtechnik / Bioinformatik Validierung eines Tests zur Beurteilung der Biostabilität von Polymeren Hochschulschrift	th-wildau:WF9720
Betriebswirtschaft Entwicklung eines übergreifenden Konzeptes für die GKN Aerospace GmbH zur Einführung und Steuerung einer bedarfsorientieren Materialwirtschaft : im bestehenden SAP R/3-System Luftfahrtindustrie Zulieferer Materialwirtschaft SAP R 3 Materialbedarfsplanung Hochschulschrift Luftfahrtindustrie Zulieferer Materialwirtschaft SAP R/3 Materialbedarfsplanung	th-wildau:QP120
Biosystemtechnik / Bioinformatik Elektrochemische Detektion von biogenen Aminen zur Untersuchung der Wirkung von Parkinson Medikamenten Elektroanalyse Arzneimittel Hochschulschrift Elektroanalyse Arzneimittel	th-wildau:WF9720
Physikalische Technik Entwicklung einer Flugtestinstrumentierung (FTI) für ein unbemanntes Forschungsflugzeug Flugerprobung Messtechnik Messgerät Unbemanntes Flugzeug Forschungsflugzeug Hochschulschrift Flugerprobung Messtechnik Messgerät Unbemanntes Flugzeug Forschungsflugzeug	th-wildau:ZL3000
Betriebswirtschaft Umsetzung der GDPdU (Grundsätze zum Datenzugriff und zur Prüfbarkeit digitaler Unterlagen) mit SAP BW SAP Business Information Warehouse Realisierung Hochschulschrift SAP Business Information Warehouse Realisierung	th-wildau:QP120
Betriebswirtschaft Touristische Entwicklungsmöglichkeiten in Brandenburg am Beispiel einer Wassertankstelle Tourismusbetrieb Seengebiet Förderung Hochschulschrift Tourismusbetrieb Seengebiet Förderung	th-wildau:QP120
Wirtschaftsinformatik Evaluation und Konzept eines Lizenzmanagements für die Firma Scansonic MI GmbH Lizenzvertrag Digital Rights Management Softwarelebenszyklus Hochschulschrift Lizenzvertrag Digital Rights Management Softwarelebenszyklus	th-wildau:QH500
Maschinenbau Anpassung des Massemanagementberichts für die Fahrzeuge der BR 485 und Entwicklung von konstruktiven Maßnahmen zur Kompensation derzeit vorhandener Mehrbelastung Fahrzeug Maßnahme Mehrbelastung Nutzlast Hochschulschrift Fahrzeug Maßnahme Mehrbelastung Nutzlast	th-wildau:ZL3000
Biosystemtechnik / Bioinformatik Bilderkennung von Teststreifen basierend auf einer Smartphone-Applikation Fourier-Transformation Hochschulschrift Fourier-Transformation	th-wildau:WF9720
Logistik Die Analyse der logistischen Herausforderungen im Online-Lebensmittelhandel und das Zusammenstellen geeigneter Lösungsansätze Lebensmittelhandel Logistik Überangebot Kühlkette Hochschulschrift Lebensmittelhandel Logistik Überangebot Kühlkette	th-wildau:QP500
Wirtschaft / Recht Die Qualifizierungsbedarfsanalyse als Instrument der Personalentwicklung am Beispiel der Vattenfall Europe Berlin AG & Co. KG Hochschulschrift	th-wildau:PN216
Betriebswirtschaft Möglichkeiten zur wirksameren Beherrschung des Forderungsausfallrisikos, dargestellt am Beispiel des Unternehmens GBS Forderungsausfallrisiko Risikoanalyse Hochschulschrift Forderungsausfallrisiko Risikoanalyse	th-wildau:QP120
Wirtschaftsingenieurwesen Planung und Entwicklung eines qualitätsgerechten Materialtransportsystems für den Neuprozess INFINITUS bei der Firma Big Image Systems Deutschland Hochschulschrift	th-wildau:QP500
Betriebswirtschaft Corporate Identity : Eine Handlungsoption für Schulen und die Einführung in der Grundschule Breetz Corporate Identity Schule Hochschulschrift Corporate Identity Schule	th-wildau:QP120
Betriebswirtschaft Die Jugendkommunikation der gesetzlichen Rentenversicherung : Marketingstrategie, Analysen und zukünftige Positionierung Stärken-Schwächen-Analyse Istanalyse Hochschulschrift Stärken-Schwächen-Analyse Istanalyse	th-wildau:QP120
